,title,basesalary,bonus,LevelBucket,region
1313,Software Engineer,168000,12000,Senior,West
1314,Software Engineer,201000,16000,Associate,West
1315,Data Scientist,186000,20000,Associate,West
1317,Software Engineer,88000,17000,Associate,West
1318,Software Engineer,77000,38000,Associate,West
1319,Software Engineer,148000,19000,Associate,West
1320,Software Engineer,125000,27000,Entry,West
1321,Software Engineer,96000,19426000,Associate,West
1322,Product Manager,153000,25000,Associate,West
1323,Product Manager,114000,16000,Associate,West
1325,Software Engineer,196000,17000,Associate,West
1326,Product Manager,64000,10000,Associate,West
1328,Solution Architect,206000,33000,Mid,Southern
1329,Software Engineer,166000,20000,Associate,West
1330,Product Manager,125000,13000,Entry,West
1331,Software Engineer,76000,14000,Entry,West
1332,Software Engineer,79000,12000,Senior,West
1333,Software Engineer,71000,8000,Mid,
1334,Software Engineer,203000,60000,Mid,West
1335,Solution Architect,181000,31000,Associate,West
1337,Software Engineer,134000,7000,Associate,West
1339,Software Engineer,131000,53000,Senior,West
1340,Software Engineering Manager,239000,132000,Senior,West
1341,Software Engineer,221000,43000,Mid,East
1342,Data Scientist,142000,0,Entry,West
1343,Software Engineer,148000,21481000,Entry,West
1344,Product Manager,79000,14870000,Associate,West
1346,Product Manager,101000,5000,Associate,West
1347,Software Engineer,81000,8000,Entry,
1348,Software Engineer,212000,28000,Mid,West
1349,Software Engineer,79000,15000,Entry,West
1350,Software Engineer,153000,18000,Mid,West
1351,Software Engineer,85000,31000,Associate,West
1352,Software Engineer,139000,21000,Associate,West
1354,Software Engineer,109000,80000,Entry,West
1355,Software Engineer,111000,15000,Associate,West
1356,Software Engineer,204000,14000,Senior,West
1357,Product Manager,126000,17000,Entry,West
1358,Software Engineer,75000,26000,Associate,West
1359,Software Engineer,214000,11000,Associate,West
1360,Product Manager,125000,45000,Entry,West
1361,Software Engineer,111000,18000,Associate,West
1362,Software Engineer,70000,7401000,Senior,West
1363,Product Manager,216000,39000,Senior,West
1364,Software Engineer,172000,0,Associate,West
1366,Product Manager,197000,0,Senior,East
1367,Software Engineer,134000,13000,Mid,West
1368,Software Engineer,94000,18000,Associate,West
1369,Software Engineer,97000,15000,Associate,West
1372,Software Engineer,121000,28000,Entry,West
1373,Software Engineer,161000,18000,Entry,West
1374,Solution Architect,72000,35000,Mid,East
1375,Product Manager,101000,17000,Entry,West
1378,Software Engineer,74000,11000,Associate,West
1379,Data Scientist,118000,57000,Mid,West
1380,Software Engineer,87000,8000,Entry,West
1382,Software Engineer,129000,26000,Entry,West
1383,Software Engineer,131000,8953000,Associate,West
1384,Software Engineer,155000,24000,Associate,Southern
1385,Solution Architect,118000,49000,Senior,West
1386,Software Engineer,81000,11000,Entry,West
1388,Software Engineer,70000,8481000,Associate,West
1390,Product Manager,141000,10000,Associate,West
1391,Software Engineer,115000,12000,Associate,West
1392,Software Engineer,132000,9000,Associate,West
1393,Software Engineer,171000,7000,Associate,West
1395,Software Engineering Manager,140000,51000,Senior,West
1396,Data Scientist,106000,12000,Associate,West
1397,Software Engineer,107000,20000,Mid,West
1398,Data Scientist,114000,20000,Mid,West
1399,Software Engineer,127000,16000,Senior,West
1401,Software Engineer,168000,13000,Associate,East
1402,Software Engineer,178000,26000,Senior,West
1403,Software Engineer,178000,27000,Entry,West
1404,Software Engineer,66000,3000,Entry,West
1405,Software Engineer,79000,10000,Associate,West
1406,Software Engineer,106000,0,Mid,West
1407,Software Engineer,241000,26000,Mid,West
1409,Software Engineer,111000,11153000,Entry,West
1411,Software Engineer,107000,21000,Mid,West
1412,Software Engineer,131000,0,Mid,West
1413,Software Engineer,247000,20000,Senior,West
1415,Software Engineer,175000,16000,Senior,Southern
1417,Software Engineer,116000,19000,Associate,West
1419,Software Engineer,111000,160000,Associate,West
1420,Software Engineer,98000,14237000,Associate,West
1421,Software Engineer,84000,4000,Entry,West
1422,Software Engineer,191000,13000,Senior,West
1424,Software Engineer,197000,17000,Mid,West
1427,Solution Architect,60000,12000,Associate,West
1429,Product Manager,188000,88000,Senior,West
1430,Software Engineer,94000,5000,Entry,West
1432,Product Manager,135000,30000,Mid,West
1433,Software Engineer,253000,70000,Senior,West
1434,Product Manager,163000,22000,Associate,West
1435,Software Engineer,69000,14000,Associate,West
1436,Product Manager,251000,38000,Mid,West
1439,Product Manager,119000,36000,Mid,West
1440,Product Manager,164000,33000,Senior,West
1442,Software Engineer,125000,13000,Associate,West
1443,Software Engineer,170000,7000,Entry,West
1444,Software Engineer,181000,25000,Associate,West
1446,Software Engineer,241000,0,Senior,West
1448,Software Engineer,170000,179000,Mid,West
1450,Software Engineering Manager,105000,45000,Mid,West
1452,Software Engineer,179000,12000,Entry,West
1453,Software Engineer,211000,15000,Mid,West
1458,Software Engineering Manager,161000,55000,Senior,West
1459,Software Engineer,180000,0,Mid,West
1460,Software Engineer,137000,21000,Mid,West
1461,Software Engineering Manager,268000,4000,Senior,West
1462,Software Engineer,123000,5000,Associate,West
1463,Software Engineer,198000,24000,Associate,West
1465,Data Scientist,172000,17000,Associate,West
1466,Software Engineer,119000,1000,Associate,West
1467,Software Engineer,104000,28000,Senior,West
1469,Software Engineer,198000,39000,Mid,West
1471,Software Engineer,142000,18000,Entry,West
1472,Software Engineer,118000,14000,Mid,West
1474,Technical Program Manager,155000,17000,Senior,West
1477,Software Engineer,136000,16000,Entry,West
1478,Software Engineer,138000,16000,Associate,West
1479,Software Engineer,96000,14000,Mid,West
1480,Software Engineer,167000,0,Mid,West
1483,Software Engineer,214000,28000,Senior,
1484,Software Engineer,137000,0,Mid,West
1485,Software Engineer,258000,76000,Senior,West
1486,Software Engineer,175000,11000,Associate,West
1487,Software Engineer,117000,15000,Associate,East
1488,Product Designer,109000,20000,Senior,West
1492,Software Engineer,198000,36000,Senior,West
1493,Product Designer,99000,19000,Senior,West
1494,Software Engineer,72000,11000,Associate,West
1495,Software Engineer,82000,14000,Associate,West
1496,Software Engineering Manager,121000,47000,Mid,East
1498,Software Engineer,60000,14000,Associate,West
1501,Software Engineer,73000,41000,Entry,West
1502,Software Engineer,147000,15315000,Associate,West
1503,Software Engineer,74000,5000,Associate,West
1504,Software Engineer,145000,7000,Entry,West
1505,Software Engineer,91000,5000,Mid,West
1506,Software Engineer,82000,15000,Mid,West
1507,Software Engineer,132000,12000,Mid,West
1508,Software Engineer,195000,18000,Senior,West
1509,Software Engineer,80000,22000,Senior,West
1510,Software Engineer,143000,30000,Senior,West
1511,Software Engineer,101000,26000,Mid,
1512,Software Engineer,104000,12000,Mid,
1514,Product Manager,104000,0,Senior,West
1515,Software Engineer,122000,14000,Mid,West
1516,Solution Architect,187000,95000,Senior,West
1517,Product Manager,191000,37000,Associate,West
1518,Software Engineer,73000,0,Senior,West
1519,Software Engineer,148000,9000,Associate,West
1520,Software Engineer,111000,14000,Entry,West
1523,Software Engineer,235000,9000,Senior,West
1525,Product Manager,193000,55000,Mid,West
1527,Software Engineer,147000,7000,Mid,West
1528,Software Engineering Manager,219000,14000,Mid,West
1529,Software Engineering Manager,93000,21000,Mid,West
1530,Product Manager,210000,10000,Associate,West
1531,Software Engineer,136000,26000,Associate,West
1532,Software Engineer,178000,14000,Associate,Southern
1534,Product Manager,154000,57000,Senior,West
1535,Product Manager,193000,29000,Senior,West
1536,Software Engineer,232000,33000,Mid,West
1537,Software Engineer,175000,94000,Senior,West
1538,Software Engineer,31000,3000,Associate,
1539,Software Engineer,193000,36000,Mid,West
1541,Software Engineer,157000,29000,Mid,West
1542,Software Engineer,109000,27000,Associate,West
1543,Software Engineering Manager,96000,28862000,Senior,
1544,Product Manager,219000,27000,Associate,West
1546,Software Engineer,166000,18000,Mid,West
1548,Software Engineer,177000,5000,Entry,West
1549,Product Manager,144000,34000,Associate,West
1550,Software Engineer,89000,0,Entry,West
1551,Product Manager,128000,14000,Entry,West
1553,Product Manager,112000,18000,Associate,West
1556,Product Designer,58000,10000,Associate,West
1558,Software Engineer,127000,58000,Senior,West
1559,Software Engineer,137000,15000,Senior,West
1561,Software Engineer,155000,22000,Mid,West
1563,Software Engineer,245000,38000,Senior,West
1564,Software Engineer,89000,19000,Entry,West
1565,Software Engineer,240000,16000,Senior,West
1566,Software Engineer,81000,14000,Entry,West
1567,Software Engineer,112000,27000,Associate,West
1569,Software Engineer,121000,35000,Mid,West
1570,Software Engineer,151000,11000,Entry,West
1573,Software Engineer,108000,14000,Entry,West
1574,Software Engineer,146000,0,Entry,East
1575,Software Engineer,176000,0,Associate,East
1576,Product Manager,133000,29000,Senior,West
1577,Software Engineer,112000,13000,Associate,West
1578,Product Manager,179000,13000,Mid,West
1580,Software Engineer,78000,25000,Mid,West
1581,Software Engineer,112000,10000,Associate,West
1582,Software Engineer,128000,9000,Entry,West
1583,Software Engineer,120000,12000,Entry,West
1584,Product Manager,122000,41000,Senior,West
1586,Software Engineer,49000,0,Entry,
1587,Software Engineer,179000,19000,Associate,West
1588,Software Engineer,102000,53000,Mid,West
1589,Software Engineer,164000,41000,Mid,West
1590,Software Engineer,155000,26000,Mid,Southern
1592,Software Engineer,154000,23000,Associate,West
1593,Software Engineer,184000,10000,Entry,West
1594,Software Engineer,185000,69000,Senior,West
1595,Software Engineer,140000,32000,Senior,West
1596,Software Engineer,38000,32000,Mid,West
1597,Software Engineering Manager,29000,42000,Mid,West
1598,Product Manager,146000,0,Associate,West
1599,Software Engineering Manager,178000,43099000,Mid,West
1600,Software Engineer,112000,6000,Entry,West
1602,Software Engineering Manager,190000,98000,Senior,West
1603,Software Engineer,81000,22000,Mid,West
1604,Software Engineer,149000,13000,Associate,West
1605,Software Engineer,140000,12000,Senior,East
1606,Product Manager,198000,40000,Mid,West
1609,Software Engineer,129000,12000,Senior,West
1610,Software Engineer,228000,20000,Entry,West
1612,Software Engineer,194000,11000,Mid,West
1613,Software Engineer,108000,2000,Associate,West
1614,Software Engineer,112000,8000,Entry,West
1615,Product Designer,136000,17000,Associate,West
1616,Software Engineer,150000,18000,Associate,West
1617,Software Engineer,221000,44000,Senior,West
1618,Software Engineer,186000,11000,Entry,West
1619,Software Engineer,142000,14000,Associate,West
1620,Software Engineer,84000,6000,Mid,West
1621,Software Engineer,192000,26000,Associate,West
1625,Software Engineer,47000,3000,Entry,West
1626,Software Engineer,142000,22000,Associate,West
1628,Data Scientist,166000,57000,Mid,West
1629,Product Manager,147000,0,Entry,West
1630,Software Engineer,126000,32000,Senior,West
1631,Product Manager,136000,17000,Mid,West
1632,Software Engineer,123000,18000,Entry,West
1635,Software Engineer,104000,61000,Senior,West
1636,Software Engineer,82000,17000,Senior,West
1638,Software Engineer,145000,191000,Mid,Southern
1639,Software Engineer,97000,21000,Associate,West
1641,Software Engineer,232000,0,Mid,West
1642,Software Engineer,158000,14000,Associate,West
1643,Software Engineer,139000,8000,Associate,West
1646,Product Manager,233000,46000,Mid,West
1647,Software Engineering Manager,222000,27000,Senior,West
1648,Software Engineer,74000,70000,Mid,West
1649,Software Engineer,80000,18000,Associate,West
1650,Software Engineer,117000,5000,Associate,West
1651,Software Engineer,153000,9000,Entry,West
1654,Software Engineer,25000,14000,Senior,
1655,Software Engineer,168000,15000,Senior,West
1657,Software Engineer,93000,10000,Senior,West
1658,Data Scientist,148000,39000,Associate,West
1660,Software Engineer,126000,2000,Mid,Southern
1661,Software Engineer,113000,12000,Mid,West
1664,Product Manager,102000,39000,Senior,West
1666,Data Scientist,173000,22000,Associate,West
1667,Software Engineer,112000,0,Senior,West
1668,Software Engineer,240000,34000,Associate,West
1669,Software Engineer,178000,69000,Associate,West
1670,Software Engineer,141000,2000,Senior,Southern
1671,Software Engineer,92000,24000,Mid,East
1672,Software Engineer,166000,8000,Entry,West
1675,Software Engineer,247000,10000,Mid,MidWest
1676,Software Engineer,206000,16000,Associate,West
1678,Software Engineer,181000,32000,Senior,West
1679,Software Engineer,172000,27000,Associate,West
1681,Software Engineer,110000,15000,Associate,West
1682,Software Engineering Manager,194000,7000,Senior,East
1683,Software Engineer,85000,8000,Entry,East
1684,Software Engineer,114000,16000,Senior,West
1685,Software Engineering Manager,143000,15000,Senior,Southern
1687,Software Engineer,68000,0,Associate,East
1691,Software Engineer,99000,12000,Mid,West
1692,Software Engineer,110000,19000,Mid,West
1695,Software Engineer,73000,26000,Associate,West
1696,Product Manager,100000,13000,Senior,West
1697,Software Engineer,80000,15000,Senior,West
1698,Software Engineer,168000,17000,Associate,West
1699,Data Scientist,150000,63000,Entry,West
1700,Product Manager,93000,37000,Senior,West
1701,Software Engineer,101000,11000,Associate,
1703,Software Engineer,143000,26000,Mid,
1704,Software Engineer,43000,14000,Mid,
1705,Product Manager,129000,0,Mid,
1706,Software Engineer,105000,12000,Associate,West
1708,Product Manager,141000,28000,Entry,West
1710,Product Manager,64000,14000,Associate,West
1711,Software Engineer,82000,30000,Entry,East
1712,Software Engineer,101000,7000,Mid,West
1713,Software Engineer,82000,12000,Entry,West
1714,Software Engineer,72000,8000,Associate,West
1715,Software Engineer,146000,17000,Associate,West
1716,Software Engineer,73000,48000,Entry,West
1717,Software Engineer,134000,20000,Senior,MidWest
1718,Software Engineer,55000,19000,Entry,
1720,Software Engineer,93000,9000,Associate,West
1721,Software Engineer,183000,13000,Senior,West
